"";"position";"plate_position";"tray";"pot";"genotype";"treatment";"weight.only.";"weight";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X11";"X12";"X13";"X14";"X15";"X16";"X17";"hits_ratio";"bacterial_load"
"49";"10_46";"p4_C4";10;46;"Eyach";"#3";NA;160;0,00833521127183534;0,00301324932843982;0,0122589388146239;0,0119554460765076;0,0107414751240427;0,79865197937925;0,121158636666548;0,0447218227667003;0,0119446070501464;0,0406680269075763;0,09169816301655;0,0789081119102227;0,0256993315026289;0,227424451112677;0,422616;1,48717945092775
"72";"11_36";"p4_E6";11;36;"Eyach";"#3";NA;122;0,0587042839990587;0,00565386642130078;0,00936012847125374;0,116551040700285;0,0837469879679566;0,739813508253551;0,263696911263908;0,0189382723572107;0,00565386642130078;0,12387635863431;0,066843526147975;0,0993714260216797;0,0126448940527807;0,239162909929317;0,0655073;1,84401798064189
"466";"8_43";"p3_E8";8;43;"Eyach";"#3";NA;108;0,0852846540876055;0,0142141090146009;0,0331662543674021;0,125557962962308;0,244008871417316;0,522368506286585;0,190705962612563;0,0319817452828521;0,00829156359185054;0,0793621086648551;0,131480508385059;0,142141090146009;0,0213211635219014;0,352983707195923;0,249127;1,98286820753683
"451";"7_7";"p3_A6";7;7;"Eyach";"#3";NA;27;0,198619704290126;0,0369374327717363;2,73887823876743;0,0395295333171213;1,44542006662031;3,71286001869584;0,74134075598011;0,121828725633095;0,223568672039457;0,256941966561288;1,09030229190257;0,376502604217171;0,0557301617257775;1,55688039007186;0,425519;12,5953405625939
"250";"19_43";"p7_D1";19;43;"HE";"#1";NA;177;0,00358312450968449;0,0011197264092764;0,000716624901936898;0,00134367169113168;0,00331439017145815;0,00703188185025582;0,000223945281855281;0,0000447890563710561;0;0;0,0000895781127421124;0,0000895781127421124;0;0,0000447890563710561;0,0379223;0,0176020991538251
"166";"15_8";"p5_G3";15;8;"HE";"#1";NA;206;0,00258952635480815;0,0010789693145034;0,000431587725801358;0,00215793862900679;0,0112212808708353;0,0164003335804516;0,0151055704030475;0,000215793862900679;0;0;0,000215793862900679;0;0;0;0,00945699;0,0494167946042555
"415";"5_47";"p2_E12";5;47;"HE";"#1";NA;47;0,00859003089676639;0,00171800617935328;0,0042950154483832;0;0,0111670401657963;0,00687202471741311;0,0249110896006226;0;0;0;0,00601302162773648;0;0;0;0,00590149;0,0635662286360714
"302";"20_49";"p7_G4";20;49;"HE";"#1";NA;136;0,00904088755733014;0;0,00328759547539278;0,000821898868848195;0,00575329208193736;0,0747927970651857;0,000821898868848195;0,000821898868848195;0,000821898868848195;0;0,00575329208193736;0,00164379773769639;0;0,00575329208193736;0,0355931;0,10931254955681
"453";"8_11";"p3_C3";8;11;"HE";"#1";NA;127;0,046899305651054;0,00684367550272892;0,00583725263468055;0,0138886355790675;0,0243554334067706;0,0235502951123318;0,00704496007633858;0,000201284573609674;0,000201284573609674;0,000603853720829021;0,00342183775136446;0,00221413030970641;0,00100642286804837;0,00281798403053544;0,104064;0,138886355790675
"125";"13_35";"p5_B8";13;35;"HE";"#1";NA;103;0,0116237815637257;0,00464951262549026;0,0263472382111116;0,0108488627928106;0,00774918770915045;0,137160622451963;0,0232475631274514;0,000774918770915045;0;0;0;0;0;0;0,00656158;0,222401687252618
"308";"21_13";"p7_H3";21;13;"HE";"#1";NA;79;0,00639561749607883;0,00175879481142168;0,00351758962284336;0,00239835656102957;0,0532435156548564;0,133348624793244;0,02190498992407;0;0,000159890437401971;0;0,000319780874803941;0,000159890437401971;0;0,000799452187009855;0,000805173;0,224006502800161
"12";"1_35";"p1_B4";1;35;"HE";"#1";NA;161;0,0208910814885145;0,00598244606262006;0,00826147313409435;0,0110152975121258;0,0169027841134344;0,16475466537533;0,0579252713999718;0,0000949594613114294;0;0,000189918922622859;0,000759675690491434;0,000949594613114294;0,0000949594613114294;0,00113951353573715;0,00436924;0,288961640770679
"483";"9_3";"p3_F7";9;3;"HE";"#1";NA;129;0,0486384085106319;0,021002949129591;0,021002949129591;0,0585871738878066;0,042005898259182;0,0840117965183643;0,036478806382974;0,00442167350096655;0,00110541837524163;0,0033162551257249;0,00442167350096655;0,0110541837524163;0;0,0143704388781412;0,237343;0,350417624951598
"346";"22_6";"p8_B12";22;6;"HE";"#1";NA;83;0,168664635446742;0,0300719892656982;0,00653738897080395;0,0143822557357687;0,024842078089055;0,0666813675022002;0,0509916339722707;0,00392243338248237;0,00261495558832158;0,00522991117664318;0,00522991117664318;0,00261495558832158;0,00784486676496476;0,00915234455912552;0,00124397;0,398780727219041
"105";"12_33";"p4_H2";12;33;"HE";"#1";NA;129;0,0130913908533885;0,00594674290399018;0,00906985248666129;0,0398731250828695;0,0408999008360764;0,274106343783202;0,0392741725601654;0,00453492624333065;0,00226746312166532;0,00594674290399018;0,0130058262072879;0,019979344864485;0,00222468079861503;0,0345253347015833;0,307831;0,504745847347311
"366";"3_13";"p1_G3";3;13;"HE";"#1";NA;94;0,210525844793623;0,00566437250565801;0,011328745011316;0,022657490022632;0,0547556008880272;0,0915740221748042;0,00944062084276333;0,000944062084276333;0;0,0556996629723039;0,070804656320725;0;0,000944062084276333;0,00377624833710533;0,0464431;0,53811538803751
"277";"2_47";"p1_E10";2;47;"HE";"#1";NA;78;0,0487506099481906;0,0680853425973958;0,0100059122270206;0,0121876524870476;0,199666850003855;0,314396294712174;0,261357436666689;0,0000752324227595533;0;0,00022569726827866;0,000300929691038213;0,00022569726827866;0,0000752324227595533;0,000601859382076426;0,103445;0,915954747097562
"70";"11_29";"p4_E3";11;29;"HE";"#1";NA;89;0,285901027679102;0,237882634839011;0,0270815450633005;0,116818289986245;0,183270774685867;1,29608235742718;0,443350265453116;0,00167425740671775;0,000932060824358337;0,00371098291179708;0,00472934566433674;0,00450496065106529;0,00103562313817593;0,0124965192006562;0,318154;2,61947064493093
"50";"10_47";"p4_C5";10;47;"HE";"#1";NA;47;0,407413454626405;0,0508087569944276;0,024910217288603;0,0987648561027842;0,0438680382007589;0,890006798580991;1,20559611589828;0,00204403045379881;0,00105570803657741;0,004806840847395;0,0036837471914616;0,00532346392912436;0,00139263613335743;0,0151842262282197;0,358844;2,75485889051218
"446";"7_44";"p3_E9";7;44;"HE";"#1";NA;144;0,451709882556326;0,0661038852521451;0,206574641412953;0,0495779139391089;0,242380912591199;1,07418813534736;0,459972868212842;0,0385605997304179;0,0220346284173817;0,0302976140738998;0,0661038852521451;0,115681799191254;0,00826298565651813;0,206574641412953;0,0766428;3,0380243930465
"151";"14_51";"p5_F9";14;51;"HE";"#2";NA;259;0;0,0000147418261511443;0;0,0000147418261511443;0,0000737091307557219;0,000103192783058011;0,0000737091307557219;0,000250611044569454;0,000103192783058011;0,000339062001476321;0,000339062001476321;0,000250611044569454;0,0000737091307557219;0,000972960525975527;0,00452441;0,00260930322875255
"167";"15_9";"p5_G4";15;9;"HE";"#2";NA;206;0,000151728626511901;0;0,0000379321566279752;0,0000379321566279752;0,000113796469883926;0,000455185879535702;0,000227592939767851;0,000455185879535702;0,0000379321566279752;0,000227592939767851;0,000531050192791654;0,000151728626511901;0,000189660783139876;0,00147935410849103;0,0069743;0,00409667291582132
"208";"17_48";"p6_F11";17;48;"HE";"#2";NA;222;0;0;0;0;0,0000865838679864183;0,0000865838679864183;0;0;0,000346335471945674;0,000346335471945674;0,000346335471945674;0,00112559028382344;0,000432919339932092;0,00337677085147032;0,0415409;0,00614745462703571
"248";"19_40";"p7_C11";19;40;"HE";"#2";NA;178;0,000183014119043581;0;0;0;0,000183014119043581;0,00219616942852297;0;0,00128109883330507;0,000549042357130743;0,000732056476174324;0,000732056476174324;0,00164712707139223;0,000366028238087162;0,00475836709513311;0,147955;0,0126279742140071
"126";"13_36";"p5_B9";13;36;"HE";"#2";NA;215;0,000142387211003698;0;0;0,000142387211003698;0,000711936055018488;0,00313251864208135;0,000427161633011093;0,000711936055018488;0,00113909768802958;0,00270535700907026;0,00256296979806656;0,00185103374304808;0,000284774422007395;0,00170864653204437;0,00570704;0,0155202059994031
"275";"2_42";"p1_E8";2;42;"HE";"#2";NA;116;0,000765622782195425;0;0;0,000765622782195425;0,00065624809902465;0,00492186074268486;0,00196874429707395;0,00284374176244015;0,00120312151487852;0,00809372655463733;0,00535935947536798;0,00470311137634332;0,0017499949307324;0,0158593290597624;0,0047765;0,0488904833773364
"369";"3_21";"p1_G6";3;21;"HE";"#2";NA;154;0,00174819225916544;0,000499483502618697;0,000249741751309348;0;0,00149845050785609;0,00649328553404309;0,00199793401047479;0,00524457677749632;0,000749225253928045;0,00599380203142436;0,00424560977225893;0,00599380203142436;0,00274715926440283;0,015733730332489;0,0126188;0,0531949930288913
"113";"12_9";"p4_F11";12;9;"HE";"#2";NA;201;0,000235738706320052;0,0000744438019958058;0,0000434255511642201;0,0000992584026610743;0,000235738706320052;0,00173081839640248;0,000477681062806421;0,00972111981061898;0,00450385002074625;0,0110362936458782;0,013672844966563;0,0134246989599103;0,00934890080063995;0,0339649846605864;0,200356;0,0985697974926132
"86";"11_6";"p4_C11";11;6;"HE";"#2";NA;149;0,00055656179061132;0,000163694644297447;0,000114586251008213;0,000360128217454384;0,000491083932892341;0,00270914636312274;0,000990352597999553;0,0188085146297767;0,00398596458864284;0,0204127221438916;0,0269032147902853;0,0261092957654428;0,0102882083940945;0,0750949180714538;0,602233;0,186988392180974
"460";"8_31";"p3_D1";8;31;"HE";"#2";NA;205;0,00637552232043725;0,000765062678452471;0,00178514624972243;0,000828817901656844;0,00733185066850285;0,0218042863358954;0,00204016714253992;0,0209754684342386;0,0155562744618669;0,0339815339679307;0,0412496294132292;0,0428435099933385;0,021740531112691;0,0832643215049105;0,141317;0,300542122185412
"39";"10_30";"p4_B6";10;30;"HE";"#2";NA;156;0,0010139537614362;0,000403612662319264;0,000187040014245513;0,000482366352527901;0,000728471634429894;0,00408534767957304;0,00139787800120331;0,030536743378399;0,00999187444522082;0,0566042148374579;0,0494474732397481;0,0496640458878219;0,0213914711029211;0,115226492986512;0,479843;0,341160985983816
"473";"9_1";"p3_F5";9;1;"HE";"#2";NA;116;0,00241991275217528;0;0;0;0,00241991275217528;0,00725973825652585;0,0013828072869573;0,110451732045715;0,0547937387456831;0,24060846793057;0,303353348576259;0,27673430830233;0,119958532143546;0,657697715859067;0,0614331;1,777080214651
"13";"1_37";"p1_B5";1;37;"HE";"#3";NA;161;0,00369846959369428;0,000912609380262222;0,00105670559819836;0,00235357155962363;0,00163309046994293;0,00552368835421872;0,00115276974348913;0,00115276974348913;0,000912609380262222;0,00360240544840352;0,00254569985020515;0,00302602057665895;0,00187325083316983;0,0117678577981182;0,00859363;0,0412115183297362
"90";"12_10";"p4_F12";12;10;"HE";"#3";NA;134;0,00226996515886656;0,00181597212709325;0,00149169139011231;0,00136197909531994;0,00239967745365893;0,00473449875992168;0,00402108113856361;0,00214025286407418;0,00116741065313137;0,00311309507501699;0,0045399303177331;0,00369680040158268;0,00233482130626274;0,00784759383493865;0,0396849;0,042934769576276
"253";"19_49";"p7_D6";19;49;"HE";"#3";NA;243;0,0105961712405781;0,000722466220948504;0,00120411036824751;0,00385315317839203;0,00553890769393854;0,0108369933142276;0,00144493244189701;0,00144493244189701;0,000481644147299004;0,00385315317839203;0,00264904281014452;0,00553890769393854;0,000481644147299004;0,00770630635678407;0,00342879;0,0563523652339834
"324";"22_1";"p8_B8";22;1;"HE";"#3";NA;138;0,00208557144301784;0,000320857145079667;0,000160428572539834;0,002887714305717;0,00898400006223067;0,0247060001711344;0,00481285717619501;0,00176471429793817;0,000481285717619501;0,000802142862699167;0,007700571481912;0,0093048572073103;0,000320857145079667;0,0272728573317717;0,00911661;0,0916047149202449
"320";"21_49";"p8_B3";21;49;"HE";"#3";NA;217;0,00480309553880458;0,00560361146193868;0,0010673545641788;0,00453625689775989;0,00613728874402808;0,0170776730268607;0,0226812844887994;0,000800515923134098;0,000533677282089399;0,00426941825671519;0,00453625689775989;0,00773832059029628;0,00160103184626819;0,0288185732328275;0,00337493;0,110204358751461
"131";"13_42";"p5_C2";13;42;"HE";"#3";NA;77;0,00106580373421991;0,00213160746843981;0,00106580373421991;0,00852642987375925;0,00959223360797916;0,0639482240531944;0,00639482240531944;0,00106580373421991;0,00213160746843981;0,00532901867109953;0,00106580373421991;0,00106580373421991;0;0,0181186634817384;0,0250676;0,121501625701069
"476";"9_15";"p3_F2";9;15;"HE";"#3";NA;241;0,0181048680203619;0,00741437452262438;0,00965592961085967;0,011380202755656;0,00862136572398184;0,0312093439208144;0,00784544280882349;0,0134493305294117;0,00663845160746603;0,0181910816776017;0,0163805948755655;0,0244846786561084;0,0106904934977375;0,0504349894852939;0,0116307;0,234501147692306
"159";"15_4";"p5_F12";15;4;"HE";"#3";NA;72;0;0;0,00190174824054587;0,000950874120272936;0,118859265034117;0,186371327573495;0;0,0237718530068234;0,00855786708245644;0,00142631118040941;0,0142631118040941;0,0190174824054587;0;0,0884312931853832;0,00103022;0,463551133633056
"276";"2_43";"p1_E9";2;43;"HE";"#3";NA;195;0,00445474660381235;0,000303732722987206;0,00151866361493603;0,00288546086837846;0,062417074573871;0,278269796376778;0,0692510608410828;0,00323981571186353;0,000911198168961615;0,0135667282934285;0,0132629955704413;0,0135667282934285;0,00728958535169292;0,0838302315444686;0,0136323;0,554767818536131
"380";"3_40";"p1_H5";3;40;"HE";"#3";NA;134;0,0129217187353276;0,0224933622429776;0,00670015045535507;0,00526440392920753;0,0272791839968027;0,266091689512672;0,0531226214674578;0,00622156827997254;0,00143574652614751;0,0153146296122401;0,0268006018214202;0,0224933622429776;0,00670015045535507;0,102416585531856;0,0110852;0,575255774809769
"74";"11_39";"p4_E8";11;39;"HE";"#3";NA;70;0,0200594582318572;0,0152050918658098;0,0231342656980543;0,192665408486328;0,058838074005178;0,251188117623177;0,237143117951574;0,0137408978342874;0,00808685626640847;0,0658098902014272;0,149404106370346;0,11091832940333;0,0269749592730477;0,327258629076274;0,109851;1,5004272022871
"40";"10_31";"p4_B7";10;31;"HE";"#3";NA;99;0,0204925417381596;0,00883504306072633;0,0540916589837859;0,0376976255932584;0,111232867714359;1,00677316268122;0,0884261286506232;0,0251750064202826;0,0123171530552843;0,388395846473743;0,0746815267776942;0,0876583342108295;0,0213144062089249;0,43324153016142;0,378655;2,37033283173031
"462";"8_35";"p3_D3";8;35;"HE";"#3";NA;122;0,0385775118170477;0,026870690512078;0,039756050874595;0,0483201013594384;0,663674627940125;1,02800033526324;0,206794319964297;0,0557841820572382;0,0266349827005686;0,105911376638249;0,182123569026307;0,197680284585931;0,0327633857998144;0,83024148140681;0,232174;3,48313289994574
"443";"7_41";"p3_B1";7;41;"HE";"#3";NA;153;0,0713660485786534;0,0280493424761872;0,0369257166775121;0,0489975855913143;0,733099745287437;8,00622323836916;0,616552952024038;0,238508174789605;0,188267896810104;1,11149957748992;2,08932095950789;3,05444912641797;0,0947109127281383;7,51606985497199;0,0967563;23,8340411317199
"381";"3_43";"p1_H7";3;43;"Kus";"#1";NA;90;0,0320172951903969;0,00331213398521347;0,00772831263216479;0,00552022330868913;0,0121444912791161;0,0574103224103669;0,0121444912791161;0;0,00110404466173783;0;0,00110404466173783;0,00220808932347566;0;0,0132485359408539;0,0710276;0,147941984672869
"495";"9_52";"p3_H10";9;52;"Kus";"#1";NA;115;0,0498966420005279;0,0204932636787883;0,0285123668574446;0,012474160500132;0,0409865273575766;0,0525696763934134;0,0142561834287223;0,00267303439288543;0,00267303439288543;0,00356404585718056;0,00534606878577084;0,012474160500132;0;0,0294033783217396;0,00299236;0,275322542467199
"334";"22_32";"p8_D2";22;32;"Kus";"#1";NA;70;0,0337106346878677;0,013484253875147;0,0109559562735569;0,0067421269375735;0,130628709415487;0,0320251029534741;0,0362389322894575;0;0;0,000842765867196687;0,000842765867196687;0;0;0,0657357376413416;0,00177692;0,331206985808298
"161";"15_47";"p6_A1";15;47;"Kus";"#1";NA;52;0,119592095224974;0,0112901628359242;0,0112901628359242;0,00794492940305776;0,0104538544777076;0,134227491493765;0,0434880346272635;0,000418154179108302;0;0,000418154179108302;0,000836308358216604;0,000418154179108302;0,000418154179108302;0,00209077089554151;0,0402118;0,342886426868808
"10";"1_31";"p1_B1";1;31;"Kus";"#1";NA;146;0,132740872282003;0,0366783989200273;0,0314386276457377;0,0197946914806496;0,0221234787136673;0,0815075531556163;0,020376888288904;0,0017465904247632;0,0011643936165088;0,00232878723301761;0,00931514893207042;0,0110617393568336;0,00232878723301761;0,0302742340292288;0,0443476;0,402880191312046
"243";"19_30";"p7_C6";19;30;"Kus";"#1";NA;41;0,024895720933206;0,0102428108982333;0,0049791441866412;0,0342849642565865;0,286656443888058;0,319234272994939;0,0180671803343838;0;0;0,000142261262475463;0,000142261262475463;0;0,00071130631237731;0,00071130631237731;0,0047186;0,700067672641752
"271";"2_37";"p1_E5";2;37;"Kus";"#1";NA;74;0,062448549695389;0,0185490741669473;0,0136026543890946;0,0133965535650174;0,0399835598709752;0,46743666900707;0,0779061115011784;0,0049464197778526;0,00123660494446315;0,0105111420279368;0,0171063683984069;0,0103050412038595;0,000824403296308764;0,0307090227875015;0,372569;0,768962174632001
"230";"18_54";"p7_A11";18;54;"Kus";"#1";NA;43;0,0350931634130238;0,0116208635743522;0,00442699564737225;0,00594877540115647;0,0551991019781728;0,589436024632419;0,00705552431299953;0;0;0,000184458151973844;0,000184458151973844;0,0699557541360803;0;0,0000922290759869221;0,082626;0,77919734847551
"455";"8_25";"p3_D8";8;25;"Kus";"#1";NA;149;0,185303794440862;0,0150653491415334;0,0241045586264536;0,0286241633689136;0,131068537531342;0,224473702208849;0,129562002617188;0,00753267457076674;0,00150653491415334;0,0135588142273802;0,0225980237123002;0,0225980237123002;0,00451960474246004;0,0602613965661339;0,0617842;0,870777180380635
"298";"20_38";"p7_F7";20;38;"Kus";"#1";NA;86;0,0730508550530131;0,0143706600104288;0,00598777500434535;0,0191608800139051;0,144904155105157;0,816732510592705;0,135323715098205;0,00359266500260721;0;0,00119755500086907;0,00119755500086907;0,00359266500260721;0;0,00119755500086907;0,00700177;1,22030854588558
"44";"10_4";"p4_A4";10;4;"Kus";"#1";NA;80;0,677568644326151;0,103354654451955;0,0759544018231036;0,178310927213373;0,0752138544547561;0,0810094425548658;0,0366087981656926;0,000643954233345516;0,000515163386676412;0,00251142151004751;0,00196406041170382;0,00170647871836561;0,000515163386676412;0,00547361098343688;0,510451;1,24135057562015
"129";"13_39";"p5_B12";13;39;"Kus";"#1";NA;21;0,167799059886671;0,0258152399825648;0,0332399771456918;0,154548759718629;0,200125223227671;0,682390458654169;0,162887310686449;0;0;0,00011422672558657;0,00011422672558657;0,000342680176759709;0;0,237020455592133;0,00526611;1,66439761852191
"62";"11_17";"p4_D7";11;17;"Kus";"#1";NA;30;0,393532846755909;0,238595500144492;0,0642145393264962;0,0717009634515884;0,656569940029929;1,26143083230006;0,460552159064482;0,00179252408628971;0,000801363709164812;0,00326872039264596;0,00307892372468586;0,0033108974299704;0,00124422260107168;0,0111980034096451;0,0687277;3,17129143642643
"96";"12_20";"p4_G5";12;20;"Kus";"#1";NA;41;0,298184650970962;0,184575184081752;0,744068040836013;0,394899560413729;1,04943502270108;2,4887955736743;0,277345171481188;0,00306589050106755;0,00175806308452825;0,00671065543240663;0,00576730450900121;0,00791128388037714;0,00197246102166584;0,0206036417589225;0,367998;5,48509250434699
"439";"7_34";"p3_B9";7;34;"Kus";"#1";NA;50;0,635141323348674;0,197706680912223;0,0571764965704338;0,195640060554256;2,99659951905285;3,84046949855624;0,995422139087669;0,00895535488452577;0,00137774690531165;0,0103331017898374;0,024110570842954;0,0192884566743632;0,00275549381062331;0,0606208638337129;0,386367;9,04559730682368
"146";"14_35";"p5_E10";14;35;"Kus";"#2";NA;217;0,00011849900920215;0;0;0,000177748513803225;0,000059249504601075;0,000829493064415049;0,000177748513803225;0,000473996036808599;0;0,000651744550611824;0,000770243559813977;0,000651744550611824;0,0002369980184043;0,00302172473465482;0,0334772;0,00716919005673007
"132";"13_46";"p5_C4";13;46;"Kus";"#2";NA;232;0,000452656261989031;0;0,000129330360568295;0,000129330360568295;0,000646651802841472;0,00278060275221834;0,000452656261989031;0,00103464288454636;0;0,00265127239165004;0,00116397324511465;0,00168129468738783;0,000129330360568295;0,0046558929804586;0,00230087;0,0159076343499002
"236";"19_14";"p7_B11";19;14;"Kus";"#2";NA;93;0,000185350001817223;0;0;0;0,000741400007268891;0,00203885001998945;0,000370700003634446;0,00834075008177499;0,00185350001817223;0,00518980005088224;0,00741400007268891;0,0075993500745061;0,00481910004724779;0,0320655503143795;0,00209692;0,0706183506923618
"332";"22_3";"p8_B9";22;3;"Kus";"#2";NA;79;0,00224758063995686;0,00208703916567423;0,000802707371413163;0,00112379031997842;0,0019264976913916;0,00754544929128374;0,00112379031997842;0,00256866358852212;0,000802707371413163;0,0354796658164618;0,00818761518841427;0,00866923961126216;0,00288974653708739;0,0231179722966991;0,0158703;0,0985724652095365
"162";"15_50";"p6_A3";15;50;"Kus";"#2";NA;194;0,00118310002503111;0;0,00016901428929016;0,00016901428929016;0,000676057157160638;0,00338028578580319;0,00016901428929016;0,00591550012515559;0,00321127149651304;0,0255211576828141;0,00878874304308829;0,0104788859359899;0,00642254299302606;0,047662029579825;0,000499523;0,113746616692277
"390";"3_9";"p1_F11";3;9;"Kus";"#2";NA;155;0,000476738469328151;0;0;0,000317825646218767;0,000317825646218767;0,00540303598571905;0,000953476938656304;0,0224067080584232;0,00730998986303167;0,0433832007088618;0,0243136619357358;0,0247904004050639;0,0122362873794226;0,0718285960454415;0,0876228;0,213737747082121
"32";"10_2";"p4_A2";10;2;"Kus";"#2";NA;158;0,0250938958369934;0,00112714898558599;0,000810756287877642;0,00183903255542978;0,00361874148003923;0,01819258011823;0,00561597038432319;0,0166303911732951;0,00749455202696651;0,0348229712915252;0,0192999545602093;0,0166897148041154;0,0177179910716675;0,0470040901532964;0,352226;0,215957790729555
"87";"11_7";"p4_C12";11;7;"Kus";"#2";NA;202;0,00100784423897514;0,000285238935559002;0,000247207077484468;0,000342286722670803;0,000817684948602473;0,00479201411739123;0,00177798936498444;0,0277917802879654;0,00873781939262409;0,0447920208472818;0,0466936137510086;0,0483384916127321;0,0214879998121115;0,0928928133470484;0,333023;0,300004804456439
"109";"12_5";"p4_F9";12;5;"Kus";"#2";NA;167;0,000962662280305638;0,000301851731960243;0,000195795718028266;0,000489489295070665;0,000815815491784442;0,00392407251548315;0,00150110050488337;0,0274032423690393;0,0143012455709812;0,0387838684794324;0,0532319608389346;0,0461669986800813;0,0764174371154484;0,0978815427042971;0,400256;0,36237708329573
"6";"1_26";"p1_A10";1;26;"Kus";"#2";NA;123;0,00132736471513255;0,00159283765815906;0,00026547294302651;0;0,00318567531631812;0,00716776946171577;0,00159283765815906;0,0361043202516054;0,0156629036385641;0,0398209414539765;0,0528291156622753;0,0512362780041164;0,0252199295875185;0,142824443348263;0,0503179;0,37882988969883
"270";"2_34";"p1_E4";2;34;"Kus";"#2";NA;208;0,000623389145749402;0;0,00037403348744964;0,00012467782914988;0,00024935565829976;0,00211952309554796;0,00024935565829976;0,0396475496696619;0,0118443937692386;0,063211659378989;0,0923862714000614;0,0620895589166404;0,0350344699911163;0,17654380607623;0,224001;0,484498044076434
"477";"9_16";"p3_G6";9;16;"Kus";"#2";NA;195;0,0320988822528006;0,0184219672059551;0,0202362518550265;0,0287494336698996;0,0332153651137675;0,0563823844788322;0,0157703204111585;0,0527538151806895;0,0277725111665535;0,0946219224669509;0,0946219224669509;0,0922493963873961;0,0330758047561467;0,302287734606809;0,0164761;0,902257712018937
"435";"7_29";"p3_B5";7;29;"Kus";"#2";NA;179;0,00618126902668449;0,000405329116503901;0,00202664558251951;0,000709325953881827;0,00699192725969229;0,0195571298713133;0,00273597153640133;0,143891836358885;0,0110452184247313;0,169123573861253;0,14449983003364;0,127780003977854;0,0478288357474603;0,452347294018354;0,487184;1,13512419076917
"140";"14_12";"p5_D7";14;12;"Kus";"#3";NA;170;0,000523321619399926;0,000196245607274973;0,0000654152024249909;0;0,000850397631524878;0,00274743850184961;0,000719567226674898;0;0,000130830404849982;0,0000654152024249909;0;0,0000654152024249909;0;0,000261660809699963;0,00181835;0,00562570740854921
"164";"15_54";"p6_A6";15;54;"Kus";"#3";NA;76;0,00194346201511124;0,000194346201511124;0;0,00213780821662237;0,00116607720906675;0,00777384806044497;0,00291519302266686;0,00272084682115574;0,000583038604533373;0,00291519302266686;0;0,00174911581360012;0;0,00174911581360012;0,0334333;0,0258480448009795
"134";"13_50";"p5_C8";13;50;"Kus";"#3";NA;134;0;0;0;0,00154140083957967;0,00539490293852885;0,0192675104947459;0,00154140083957967;0;0;0,00154140083957967;0,00231210125936951;0,00385350209894918;0;0,00539490293852885;0,00393701;0,0408471222488613
"221";"18_37";"p7_A1";18;37;"Kus";"#3";NA;130;0,00125341429297779;0,000323461753026526;0,00125341429297779;0,00157687604600431;0,00145557788861937;0,0192459743050783;0,000525625348668103;0,00363894472154842;0,00056605806779642;0,00355807928329179;0,00331548296852189;0,00274942490072547;0,000727788944309683;0,012170248457623;0,0528938;0,0523603712711689
"80";"11_49";"p4_F2";11;49;"Kus";"#3";NA;192;0,00348873587536247;0,00150177372118252;0,00152487793227764;0,0029342348090797;0,000970376865994862;0,00358115271974294;0,00106279371037532;0,0048518843299743;0,00170971162103856;0,0055681148739229;0,0039739243083599;0,00475946748559384;0,00360425693083805;0,012984566635455;0,109199;0,052515871819198
"211";"17_53";"p6_G2";17;53;"Kus";"#3";NA;106;0;0;0,00374004391620821;0;0,00561006587431231;0,0317903732877697;0,0130901537067287;0;0;0,0018700219581041;0,0112201317486246;0,0224402634972493;0;0,00935010979052051;0,119975;0,0991111637795175
"23";"1_53";"p1_C5";1;53;"Kus";"#3";NA;179;0,00978956356695107;0,00225047438320714;0,00303814041732964;0,00540113851969714;0,0227297912703921;0,0128277039842807;0,0101271347244321;0,00247552182152785;0,00135028462992429;0,00832675521786642;0,00810170777954571;0,0119275142309979;0,00292561669816929;0,0210419354829868;0,142674;0,122313282727308
"370";"3_23";"p1_G7";3;23;"Kus";"#3";NA;201;0,00797767871574037;0,00421044154441852;0,00465364591751522;0,0119665180736106;0,00443204373096688;0,0319107148629615;0,0155121530583841;0,00997209839467547;0,00398883935787019;0,0159553574314807;0,0121881202601589;0,0126313246332556;0,00731287215609534;0,0310243061167682;0,0191292;0,173736114253901
"458";"8_28";"p3_D11";8;28;"Kus";"#3";NA;248;0,0132273072955154;0,00551137803979809;0,00330682682387884;0,00275568901989904;0,00771592925571731;0,0374773706706269;0,00826706705969713;0,0159829963154144;0,00165341341193942;0,00771592925571731;0,0121250316875558;0,0170852719233741;0,00385796462785866;0,0562160560059403;0,189306;0,192898231392933
"97";"12_21";"p4_G6";12;21;"Kus";"#3";NA;116;0,0478731229674735;0,00702939707078227;0,0167826855064927;0,00951897520001764;0,0135462339384867;0,073208241576751;0,108721341361432;0,0247493355200459;0,0077616259323221;0,0177638721809561;0,0452956773748533;0,03236451568006;0,01489353504372;0,211804520489008;0,36117;0,631313079842402
"287";"2_9";"p1_D2";2;9;"Kus";"#3";NA;93;0,0105510692158897;0,00700719863956033;0,00346332806323098;0,00692665612646197;0,159393633421724;0,0985034935193372;0,16809222483635;0,0075709962312491;0,00209410534055827;0,0129673446088416;0,0336667704751291;0,0302839849249965;0,00265790293224704;0,0932682301679414;0,0216297;0,636446938503517
