"";"position";"plate_position";"tray";"pot";"genotype";"treatment";"weight.only.";"weight";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X11";"X12";"X13";"X14";"X15";"X16";"X17";"hits_ratio";"bacterial_load"
"342";"22_5";"p8_B11";22;5;"Kus";"#3";NA;83;0,0658000531988764;0,00532315037114505;0,00487955450688297;0,00606247681158187;0,305933281052754;0,180247786178495;0,0180395651466583;0,0143429329444741;0,00221797932131044;0,0192224874513571;0,0495348715092665;0,0626948821490418;0,00768899498054286;0,179656325026146;0,00238436;0,921644340648532
"482";"9_29";"p3_G9";9;29;"Kus";"#3";NA;166;0,0764348120623689;0,0406059939081336;0,0222934868515242;0,072453832267454;0,0461793656210146;0,0764348120623689;0,352714809829474;0,134557117068129;0,0270706626054223;0,27787238968507;0,110671238298638;0,107486454462706;0,0493641494569466;0,489660514774552;0,0278788;1,8837996389538
"47";"10_44";"p4_C2";10;44;"Kus";"#3";NA;90;0,11788424964168;0,0139773829767819;0,0225884492749778;0,0601277064126206;0,0296270599882859;2,25672336043881;0,0420819066050969;0,0495697903426587;0,0200675284166654;0,161264056094621;0,0641961232433626;0,064320921305655;0,0246101778841195;0,867845725183404;0,498275;3,79488443780873
"450";"7_53";"p3_C8";7;53;"Kus";"#3";NA;117;0,114368540542747;0,0358389896631651;0,0268792422473738;0,0511232646665737;2,15244755565245;0,758943310514084;1,14895584508382;0,118057848302191;0,0300415060411825;0,113841496577113;0,489623844074711;0,635087978589911;0,0332037698349912;1,12365773473335;0,059779;6,83207092652366
"242";"19_29";"p7_C5";19;29;"Kus";"#3";NA;78;0,240256567415675;0,128708875401255;0,0300320709269594;0,0429029584670849;0,201643904795299;8,21591654644675;2,94743324668873;0,205934200642007;0,0729350293940443;0,278869230036052;0,429029584670849;0,73793088563386;0,0686447335473358;1,7676018888439;0,0110524;15,3678397229098
"297";"20_37";"p7_F6";20;37;"Kus";"#3";NA;128;0,430863189026329;0,305773876083202;0,69494062746182;0,347470313730911;7,5192575891369;15,1358068661185;11,3275322276277;0,667143002363348;0,0833928752954184;1,20919669178357;1,47327413021906;1,15360144158662;0,180684563140074;7,8667279028678;0,379006;48,3956652964412
"155";"15_20";"p5_G10";15;20;"Lu";"#1";NA;178;0,000546177612333686;0,00133510083014901;0,000546177612333686;0,000728236816444914;0,0000606864013704095;0,00430873449729907;0,000485491210963276;0;0;0;0;0;0;0,0000606864013704095;0,00621486;0,00807129138226447
"333";"22_31";"p8_D1";22;31;"Lu";"#1";NA;83;0,00158414155282478;0,00207156972292471;0,000731142255149896;0,00182785563787474;0,007067708466449;0,00597099508372414;0,00207156972292471;0,000365571127574949;0,000243714085049965;0,000243714085049965;0,000365571127574949;0,000609285212624915;0,000243714085049965;0,000731142255149896;0,0265595;0,0241276944199466
"71";"11_31";"p4_E4";11;31;"Lu";"#1";NA;160;0,0179167339055198;0,00408421820939954;0,00416228676672206;0,00592499261363595;0,00226809703379129;0,0050292586401459;0,00282074024220602;0,0000719052501654846;0,0000636875072894296;0,000219824621934482;0,000166409293240122;0,000121211707421817;0,0000513608929753463;0,000398560529488687;0,580577;0,0432992872139359
"315";"21_38";"p8_A8";21;38;"Lu";"#1";NA;91;0,0159757451488083;0,00587343571647368;0,00164456200061263;0,00469874857317892;0,00634331057379155;0,0112769965756294;0,00281924914390736;0,000939749714635787;0,000704812285976839;0,000704812285976839;0,000704812285976839;0,000939749714635787;0,00140962457195368;0,00234937428658946;0,0012554;0,0563849828781471
"260";"2_14";"p1_D6";2;14;"Lu";"#1";NA;43;0,00372890456696163;0,00172103287705921;0,000286838812843202;0,00086051643852961;0,00487625981833444;0,0152024570806897;0,0263891707815746;0;0,000286838812843202;0,00086051643852961;0,000573677625686405;0,000286838812843202;0;0,00286838812843202;0,00453309;0,0579414401943269
"289";"20_12";"p7_E6";20;12;"Lu";"#1";NA;101;0,00633891063336978;0,000704323403707754;0,00281729361483102;0,00211297021112326;0,00845188084449304;0,0345118467816799;0,00563458722966203;0,00352161701853877;0,00140864680741551;0;0,00422594042224652;0,00211297021112326;0;0,00563458722966203;0,0581787;0,0774755744078529
"497";"9_54";"p3_H12";9;54;"Lu";"#1";NA;114;0,0286375371760341;0,004363815188729;0,00381833829013787;0,00409107673943344;0,0117277533197091;0,0199099067985761;0,00381833829013787;0,000545476898591125;0,000272738449295562;0,00136369224647782;0,0021819075943645;0,004363815188729;0,00109095379718225;0,0114550148704136;0,0161319;0,0976403648478114
"110";"12_51";"p4_H11";12;51;"Lu";"#1";NA;60;0,0575966747585412;0,0018800101553233;0,00546912045184961;0,011963700988421;0,00546912045184961;0,0217055717932781;0,0105964208754586;0,000683640056481202;0,0011963700988421;0,00324729026828571;0,00170910014120301;0,0027345602259248;0,0011963700988421;0,00803277066365412;0,0664864;0,133480721027955
"449";"7_50";"p3_C6";7;50;"Lu";"#1";NA;129;0,0529340445852205;0,0213490898050889;0,00701887884002923;0,0137453043950572;0,0111132248300463;0,0693114285452886;0,0152075708200633;0,00116981314000487;0,000584906570002436;0,00204717299500853;0,00350943942001462;0,00146226642500609;0,000292453285001218;0,006726425555028;0,184602;0,20647201921086
"41";"10_33";"p4_B8";10;33;"Lu";"#1";NA;30;0,136208546529619;0,0175706120789807;0,0141944407497551;0,0173527945738694;0,00998330231760269;0,0120888715336789;0,0219632650987259;0,000363029175185552;0,000108908752555666;0,00127060211314943;0,000798664185408215;0,0010527846080381;0,000471937927741219;0,00315835382411431;0,573946;0,236586113468424
"114";"13_11";"p5_A10";13;11;"Lu";"#1";NA;85;0,0360826738562261;0,0564978709064594;0,00427294821981625;0,0052224922686643;0,0602960471018513;0,301480235509257;0,0569726429308832;0,000474772024424027;0;0;0;0;0;0,00142431607327208;0,0171208;0,522723998890854
"377";"3_36";"p1_H3";3;36;"Lu";"#1";NA;107;0,0390800644105295;0,0564489819263205;0,00868445875789549;0,0607912113052682;0,0651334406842159;0,338693891557923;0,178031404536857;0;0;0;0,00434222937894773;0,00434222937894773;0;0,00868445875789549;0,00657351;0,7642323706948
"457";"8_27";"p3_D10";8;27;"Lu";"#1";NA;62;0,0746695663274496;0,0122056021881408;0,032308946968608;0,0330269235679104;0,106978513296058;0,389861293421203;0,061028010940704;0,00861571919162879;0,0021539297979072;0,014359531986048;0,0402066895609344;0,046668478954656;0,0028719063972096;0,0739515897281472;0,159313;0,898906702326605
"135";"13_53";"p5_C11";13;53;"Lu";"#2";NA;163;0,0000684870381099745;0;0;0;0,000273948152439898;0,000547896304879794;0,0000684870381099745;0,000308191671494885;0,0000684870381099745;0;0,000410922228659848;0,000582139823934784;0;0,00157520187652941;0,0422465;0,00390376117226855
"21";"1_51";"p1_C3";1;51;"Lu";"#2";NA;65;0,000239834814542792;0;0,0000799449381809305;0,0000799449381809305;0,000399724690904653;0,000879394319990235;0,000319779752723723;0,0000799449381809305;0;0,000639559505447445;0,000799449381809306;0,00111922913453303;0,000719504443628376;0,00159889876361861;0,0243672;0,00695520962174097
"46";"10_41";"p4_C1";10;41;"Lu";"#2";NA;110;0,000642511658735611;0,000175230452382439;0,0000876152261912196;0,000116820301588293;0,000438076130956098;0,00251163648414829;0,000846947186515121;0,00157707407144195;0,00154786899604488;0,00271607201192781;0,00245322633335415;0,00318335321828097;0,000992972563500488;0,0114775946310498;0,453641;0,0287669992661171
"84";"11_53";"p4_F5";11;53;"Lu";"#2";NA;200;0,000247650068420977;0,0000341586301270312;0,000051237945190547;0,000111015547912851;0,000222031095825703;0,00122117102704137;0,000358665616333828;0,000768569177858205;0,000503839794373711;0,0222372682126973;0,00253627828693207;0,00275830938275777;0,0013151072598907;0,00970959061360864;0,0910251;0,0420748926589707
"91";"12_11";"p4_G1";12;11;"Lu";"#2";NA;100;0,00126358642811077;0,000174287783187693;0,000435719457969232;0,000522863349563077;0,00113287059072;0,0035728995553477;0,00222216923564308;0,00209145339825231;0,00235288507303385;0,00379075928433232;0,00627436019475695;0,00540292127881849;0,00348575566375386;0,011938713148357;0,357616;0,0446612444418463
"461";"8_34";"p3_D2";8;34;"Lu";"#2";NA;134;0,00168495954522816;0,000153178140475287;0,000153178140475287;0,000306356280950574;0,00245085024760461;0,00628030375948679;0,00107224698332701;0,00842479772614081;0,00291038466903046;0,0203726926832133;0,0268061745831754;0,0228235429308177;0,00689301632138794;0,083635264699507;0,26151;0,18396694671082
"98";"12_22";"p4_G7";12;22;"Lu";"#3";NA;249;0,0000237714068209875;0,00000950856272839501;0,000028525688185185;0,0000237714068209875;0,00001901712545679;0,000232959786845677;0,0000903313459197528;0,0000618056577345675;0,0000237714068209875;0,000028525688185185;0,0000570513763703701;0,0000665599390987651;0,0000570513763703701;0,0000998399086481474;0,243624;0,000822490676006168
"335";"22_33";"p8_D3";22;33;"Lu";"#3";NA;181;0,000287809727045632;0,000201466808931942;0,000124717548386441;0,000239841439204694;0,000182279493795567;0,000786679920591395;0,000354965330022947;0,0000767492605455019;0,0000287809727045632;0,000153498521091004;0,0000575619454091265;0,0000767492605455019;0,000134311205954628;0,000326184357318384;0,0130306;0,00303159579154733
"136";"13_54";"p5_C12";13;54;"Lu";"#3";NA;246;0,000131334785336971;0;0,0000328336963342426;0,0000328336963342426;0,000164168481671213;0,000459671748679399;0,00118201306803274;0,000197002178005456;0,0000328336963342426;0,0000328336963342426;0,000722341319353337;0;0,000262669570673941;0,000689507623019096;0,0018606;0,00394004356010912
